[['Timur Melekestsev', 'endMemberOf', 'FC Dynamo Makhachkala', '2022-01-01']]
[['Alexa Gray', 'endMemberOf', 'Unet E-Work Busto Arsizio', '2022-01-01']]
[['Andrea Kossanyiová', 'endMemberOf', 'Gwardia Wrocław ( women\' s volleyball)', '2022-01-01']]
[['Đorđe Ivanović', 'startMemberOf', 'NK Maribor', '2022-01-01']]
[['Gaizka Campos', 'endMemberOf', 'Celta de Vigo B', '2022-01-01']]
[['University of Bergen', 'startMemberOf', 'International Science Council', '2022-01-01']]
[['Álex Urtasun', 'endMemberOf', 'CB Breogán', '2022-01-01']]
[['Emilie Moberg', 'endMemberOf', 'Le Col– Wahoo', '2022-01-01']]
[['Antonio Salado', 'endMemberOf', 'SD Compostela', '2022-01-01']]
[['Federal University of Paraíba', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Dejan Todorović', 'endMemberOf', 'CB Canarias', '2022-01-01']]
[['Artem Makavchik', 'endMemberOf', 'Belarus national under-21 football team', '2022-01-01']]
[['Institut national de la recherche scientifique', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Samanta Fabris', 'endMemberOf', 'WVC Dynamo Kazan', '2022-01-01']]
[['Mossa ( footballer)', 'endMemberOf', 'Real Oviedo', '2022-01-01']]
[['Benjamin Declercq', 'endMemberOf', 'Arkéa– Samsic', '2022-01-01']]
[['University of Cape Town', 'startMemberOf', 'Association of African Universities', '2022-01-01']]
[['Wilfried Kanga', 'endMemberOf', 'BSC Young Boys', '2022-01-01']]
[['Yevgeni Kozlov', 'startMemberOf', 'FC Kyzylzhar', '2022-01-01']]
[['Darwin Núñez', 'startMemberOf', 'Liverpool F. C.', '2022-01-01']]
[['Mikel Saizar', 'endMemberOf', 'SD Amorebieta', '2022-01-01']]
[['Frankie Ferrari', 'startMemberOf', 'Santa Cruz Warriors', '2022-01-01']]
[['Dries De Pooter', 'startMemberOf', 'Hagens Berman Axeon', '2022-01-01']]
[['Yannick Franke', 'startMemberOf', 'BC Andorra', '2022-01-01']]
[['Matthew Smith ( footballer, born 1999)', 'endMemberOf', 'Hull City A. F. C.', '2022-01-01']]
[['Federica Squarcini', 'endMemberOf', 'Cuneo Granda Volley', '2022-01-01']]
[['Ben Davies ( footballer, born 1995)', 'endMemberOf', 'Sheffield United F. C.', '2022-01-01']]
[['Cédric Bakambu', 'endMemberOf', 'Beijing Guoan F. C.', '2022-01-01']]
[['Eduardo Sepúlveda', 'endMemberOf', 'GW Shimano– Sidermec', '2022-01-01']]
[['Calvin Hermanson', 'endMemberOf', 'AB Castelló', '2022-01-01']]
[['Dalhousie University', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Manuel Corrales', 'endMemberOf', 'Cusco FC', '2022-01-01']]
[['Rudy Barbier', 'endMemberOf', 'Israel– Premier Tech', '2022-01-01']]
[['Søren Kragh Andersen', 'endMemberOf', 'Team DSM ( men\' s team)', '2022-01-01']]
[['University of Lille', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Scott Burgess ( footballer)', 'startMemberOf', 'Kidderminster Harriers F. C.', '2022-01-01']]
[['Jakob Egholm', 'endMemberOf', 'Trek– Segafredo ( men\' s team)', '2022-01-01']]
[['Hartthijs De Vries', 'endMemberOf', 'Metec– Solarwatt p u002F b Mantel', '2022-01-01']]
[['Oscar Tshiebwe', 'startAward', 'Associated Press College Basketball Player of the Year', '2022-01-01']]
[['Kevin Pangos', 'endMemberOf', 'Cleveland Cavaliers', '2022-01-01']]
[['State University of Campinas', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Vlad Mitrea', 'startMemberOf', 'CS Mioveni', '2022-01-01']]
[['Patrick Bevin', 'endMemberOf', 'Israel– Premier Tech', '2022-01-01']]
[['Álex Vallejo', 'endMemberOf', 'Huddersfield Town A. F. C.', '2022-01-01']]
[['Carlos Moros Gracia', 'endMemberOf', 'Mjällby AIF', '2022-01-01']]
[['Jovana Stevanović', 'endMemberOf', 'Unet E-Work Busto Arsizio', '2022-01-01']]
[['Enrico Battaglin', 'endMemberOf', 'Green Project– Bardiani– CSF– Faizanè', '2022-01-01']]
[['Université du Québec en Outaouais', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Cole Turner ( soccer)', 'endMemberOf', 'Philadelphia Union II', '2022-01-01']]
[['Cyril Barthe', 'endMemberOf', 'B& B Hotels– KTM', '2022-01-01']]
[['Ivan Pešić ( footballer, born 1992)', 'endMemberOf', 'FC Vorskla Poltava', '2022-01-01']]
[['Melanie Finch', 'endWorksFor', 'Monash University', '2022-01-01']]
[['Andrey Amador', 'endMemberOf', 'Ineos Grenadiers', '2022-01-01']]
[['Ander Bardají', 'startMemberOf', 'Real Unión', '2022-01-01']]
[['Hamza Rafia', 'endMemberOf', 'Standard Liège', '2022-01-01']]
[['Université de Montréal', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Andries Noppert', 'endMemberOf', 'Go Ahead Eagles', '2022-01-01']]
[['Fyodor Smolov', 'endMemberOf', 'FC Lokomotiv Moscow', '2022-01-01']]
[['Artem Kontsevoy ( footballer, born 1999)', 'startMemberOf', 'FC Baník Ostrava', '2022-01-01']]
[['Shanghai Jiao Tong University', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Federal University of Rio Grande do Sul', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Boris Klaiman', 'endMemberOf', 'Israel national football team generic instance', '2022-01-01']]
[['Bojana Milenković', 'endMemberOf', 'KPS Chemik Police', '2022-01-01']]
[['Zouhair Feddal', 'endMemberOf', 'Sporting CP', '2022-01-01']]
[['Jessica Danaher', 'endAward', 'Superstars Of Stem', '2022-01-01']]
[['Demitrius Conger', 'endMemberOf', 'BC Oostende', '2022-01-01']]
[['Aristotle University of Thessaloniki', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Université libre de Bruxelles', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Iñaki Recio', 'endMemberOf', 'Real Sociedad B', '2022-01-01']]
[['Badr Benoun', 'endMemberOf', 'Al Ahly SC', '2022-01-01']]
[['Abdul Mumin', 'endMemberOf', 'Vitória S. C.', '2022-01-01']]
[['Luis León Sánchez', 'startMemberOf', 'Team Bahrain Victorious', '2022-01-01']]
[['Rafa Luz', 'endMemberOf', 'Bilbao Basket', '2022-01-01']]
[['Aaron Menzies', 'endMemberOf', 'Fundación Lucentum Baloncesto', '2022-01-01']]
[['Kerem Kanter', 'endMemberOf', 'Śląsk Wrocław ( basketball)', '2022-01-01']]
[['Jon Karrikaburu', 'endMemberOf', 'Real Sociedad B', '2022-01-01']]
[['University of Saskatchewan', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Conor Gallagher', 'endMemberOf', 'Crystal Palace F. C.', '2022-01-01']]
[['Mattia Petrucci', 'endMemberOf', 'Team Colpack– Ballan', '2022-01-01']]
[['Georgios Bouglas', 'startMemberOf', 'Spor Toto Cycling Team', '2022-01-01']]
[['University of Luxembourg', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Mads Rahbek', 'endMemberOf', 'BHS– PL Beton Bornholm', '2022-01-01']]
[['Stefan de Bod', 'endMemberOf', 'Astana Qazaqstan Team', '2022-01-01']]
[['Thomas Koldkjær Decker', 'endMemberOf', 'Team Sparekassen Danmark Aalborg', '2022-01-01']]
[['Mette Egtoft Jensen', 'startMemberOf', 'MEXX– Watersley International Women\' s Cycling Team', '2022-01-01']]
[['Alejandro Rego', 'endMemberOf', 'CD Basconia', '2022-01-01']]
[['Xavi Forcada', 'endMemberOf', 'Hermine Nantes Basket', '2022-01-01']]
[['Tarek Hamed', 'endMemberOf', 'Zamalek SC', '2022-01-01']]
[['Cairo University', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Aleksandr Poznyak', 'startMemberOf', 'FC Minsk', '2022-01-01']]
[['Ryō Kubota', 'endMemberOf', 'Kagoshima Rebnise', '2022-01-01']]
[['Maksim Samatoj', 'startMemberOf', 'FC Dinamo Minsk', '2022-01-01']]
[['Laia Palau', 'startAward', 'Creu de Sant Jordi', '2022-01-01']]
[['Maksim Shilo', 'startMemberOf', 'FC Minsk', '2022-01-01']]
[['University of Pau and the Adour Region', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Federal University of Pernambuco', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Mattias Nordal', 'startMemberOf', 'Biesse Arvedi', '2022-01-01']]
[['Hamza Hannouri', 'endMemberOf', 'Moghreb Tétouan', '2022-01-01']]
[['Isco', 'endMemberOf', 'Real Madrid CF', '2022-01-01']]
[['Iljo Keisse', 'endMemberOf', 'Soudal Quick-Step', '2022-01-01']]
[['Asier Etxaburu', 'endMemberOf', 'SD Amorebieta', '2022-01-01']]
[['Iker Undabarrena', 'endMemberOf', 'C. D. Tondela', '2022-01-01']]
[['University of New Brunswick', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Zaid Hearst', 'startMemberOf', 'Básquet Coruña', '2022-01-01']]
[['Anders Foldager', 'startMemberOf', 'Biesse Arvedi', '2022-01-01']]
[['Stanisław Aniołkowski', 'endMemberOf', 'Bingoal WB', '2022-01-01']]
[['Chinese Academy of Sciences', 'startMemberOf', 'InterAcademy Partnership', '2022-01-01']]
[['Gareth Bale', 'endMemberOf', 'Wales national football team', '2022-01-01']]
[['Thibault Ferasse', 'endMemberOf', 'B& B Hotels– KTM', '2022-01-01']]
[['Tobias Borg', 'endMemberOf', 'CB Canarias', '2022-01-01']]
[['Lora Kitipova', 'endMemberOf', 'Sk Prometej', '2022-01-01']]
[['University of Texas at Dallas', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01']]
[['Priscilla Mota', 'startMemberOf', 'União da Ilha do Governador', '2022-01-01']]
[['Remy Longdon', 'endMemberOf', 'Lincoln City F. C.', '2022-01-01']]
[['Mikel Kortazar', 'startMemberOf', 'UD Logroñés', '2022-01-01']]
[['Berta Tarrida I Calduch', 'endMemberOf', 'Catalonia women\' s national roller hockey team', '2022-01-01']]
[['Menno Dijkstra', 'endMemberOf', 'Iraurgi SB', '2022-01-01']]
[['Léo Westermann', 'endMemberOf', 'AS Monaco Basket', '2022-01-01']]
[['Raman Stsyapanaw', 'startMemberOf', 'FC Shakhtyor Soligorsk', '2022-01-01']]
[['Ousmane Drame', 'startMemberOf', 'Zastal Zielona Góra', '2022-01-01']]
[['Robert Moldoveanu', 'startMemberOf', 'FC Viitorul Constanța', '2022-01-01']]
[['Nina Ehegötz', 'endMemberOf', '1. FFC Turbine Potsdam', '2022-01-01']]
[['Ekhiotz Orobiogoikoetxea', 'endMemberOf', 'Club San Ignacio', '2022-01-01']]
[['University of Ottawa', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Tahirou Diabate', 'endPlaysIn', 'Ncaa Division I Men U0027 S Basketball', '2022-01-01']]
[['Jon Xabier Vidal', 'endMemberOf', 'CD El Ejido', '2022-01-01']]
[['Adel Taarabt', 'endMemberOf', 'S. L. Benfica', '2022-01-01']]
[['National Research Council ( Italy)', 'startMemberOf', 'International Science Council', '2022-01-01']]
[['Haleigh Washington', 'endMemberOf', 'AGIL Volley', '2022-01-01']]
[['Artsiom Parakhouski', 'endMemberOf', 'BC Parma', '2022-01-01']]
[['Mark-Anthony Kaye', 'endMemberOf', 'Colorado Rapids', '2022-01-01']]
[['Anatz Elizondo', 'endMemberOf', 'Real Unión', '2022-01-01']]
[['Tony Hurel', 'endMemberOf', 'St. Michel– Mavic– Auber93 ( men\' s team)', '2022-01-01']]
[['Arianna Fidanza', 'endMemberOf', 'Team Jayco– AlUla ( women\' s team)', '2022-01-01']]
[['Remy Longdon', 'startMemberOf', 'York City F. C.', '2022-01-01']]
[['Matej Drinovec', 'startMemberOf', 'Cycling Team Kranj', '2022-01-01']]
[['University of Bordeaux', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Denis Laptev', 'startMemberOf', 'FC Torpedo Moscow', '2022-01-01']]
[['Pablo Hervías', 'startMemberOf', 'Málaga CF', '2022-01-01']]
[['James Igbekeme', 'startMemberOf', 'Columbus Crew', '2022-01-01']]
[['Iván Martínez Muñumer', 'endMemberOf', 'CB Tizona', '2022-01-01']]
[['Jarred Ogungbemi-Jackson', 'endMemberOf', 'Bakken Bears', '2022-01-01']]
[['Giovanni Carboni', 'startMemberOf', 'Gazprom– RusVelo', '2022-01-01']]
[['Juan Artola ( footballer, born 2000)', 'endMemberOf', 'Athletic Bilbao B', '2022-01-01']]
[['Eider Merino Cortazar', 'startMemberOf', 'Le Col– Wahoo', '2022-01-01']]
[['Diego Buonanotte', 'endMemberOf', 'Club Deportivo Universidad Católica', '2022-01-01']]
[['Collin Sexton', 'endMemberOf', 'Cleveland Cavaliers', '2022-01-01']]
[['Sharif University of Technology', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Julen Bernaola', 'endMemberOf', 'Rayo Cantabria', '2022-01-01']]
[['Stijn Steels', 'endMemberOf', 'Soudal Quick-Step', '2022-01-01']]
[['Maxime Blanc', 'endMemberOf', 'Football Bourg-en-Bresse Péronnas 01', '2022-01-01']]
[['Alexis Guérin ( cyclist)', 'endMemberOf', 'Team Vorarlberg', '2022-01-01']]
[['Álvaro Odriozola', 'endMemberOf', 'ACF Fiorentina', '2022-01-01']]
[['Nairo Quintana', 'endMemberOf', 'Arkéa– Samsic', '2022-01-01']]
[['German Research Foundation', 'startMemberOf', 'Science Europe', '2022-01-01']]
[['Iñigo Vicente', 'endMemberOf', 'CD Mirandés', '2022-01-01']]
[['Pierre Barbier', 'startMemberOf', 'B& B Hotels– KTM', '2022-01-01']]
[['Ilya Vasilevich', 'startMemberOf', 'Belarus national under-21 football team', '2022-01-01']]
[['Carleton University', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Cristiano ( footballer, born 1990)', 'startMemberOf', 'FC Dinamo București', '2022-01-01']]
[['Anthony Duruji', 'endPlaysIn', 'Ncaa Division I Men U0027 S Basketball', '2022-01-01']]
[['University of Orléans', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Diego Godín', 'endMemberOf', 'Cagliari Calcio', '2022-01-01']]
[['University of Nantes', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Alexander Kristoff', 'startMemberOf', 'Intermarché– Circus– Wanty', '2022-01-01']]
[['Jorge Luis García Salmón', 'endMemberOf', 'CD El Ejido', '2022-01-01']]
[['Mikhail Shibun', 'startMemberOf', 'FC Minsk', '2022-01-01']]
[['Jaka Blažič', 'endMemberOf', 'KK Cedevita Olimpija', '2022-01-01']]
[['Amirkabir University of Technology', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Moussa Sissako', 'endMemberOf', 'Standard Liège', '2022-01-01']]
[['Shinji Kagawa', 'startMemberOf', 'Sint-Truidense V. V.', '2022-01-01']]
[['University of Liège', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Sebastián Henao', 'startMemberOf', 'Astana Qazaqstan Team', '2022-01-01']]
[['Emma Meesseman', 'endMemberOf', 'UMMC Ekaterinburg', '2022-01-01']]
[['Joan Pardina', 'endMemberOf', 'Fundación CB Granada', '2022-01-01']]
[['National Research Council Canada', 'startMemberOf', 'International Science Council', '2022-01-01']]
[['Leonardo Demétrio', 'endMemberOf', 'U. S. Victoria Libertas Pallacanestro', '2022-01-01']]
[['Elitsa Vasileva', 'endMemberOf', 'WVC Dynamo Moscow', '2022-01-01']]
[['Aleksandr Shestyuk', 'startMemberOf', 'FC Pari Nizhny Novgorod', '2022-01-01']]
[['Sebas Méndez', 'startMemberOf', 'Los Angeles FC', '2022-01-01']]
[['Jon Morcillo', 'startMemberOf', 'Real Valladolid', '2022-01-01']]
[['Katalin Karikó', 'startAward', 'Jessie Stevenson Kovalenko Medal', '2022-01-01']]
[['Walid Cheddira', 'endMemberOf', 'Parma Calcio 1913', '2022-01-01']]
[['Rolandas Jakštas', 'endMemberOf', 'Fundación Lucentum Baloncesto', '2022-01-01']]
[['Renan Bressan', 'startMemberOf', 'Criciúma Esporte Clube', '2022-01-01']]
[['Iker Hernández', 'endMemberOf', 'UD Melilla', '2022-01-01']]
[['International Federation of Library Associations and Institutions', 'startMemberOf', 'International Science Council', '2022-01-01']]
[['Calum Chambers', 'startMemberOf', 'Aston Villa F. C.', '2022-01-01']]
[['École Polytechnique Fédérale de Lausanne', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Zoran Nikolić ( basketball)', 'endMemberOf', 'KK Budućnost', '2022-01-01']]
[['Ion Nicolaescu', 'startMemberOf', 'Maccabi Petah Tikva F. C.', '2022-01-01']]
[['Carlos III Health Institute', 'startMemberOf', 'Science Europe', '2022-01-01']]
[['Emil Vinjebo', 'startMemberOf', 'Riwal Cycling Team', '2022-01-01']]
[['University of Texas at Austin', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01']]
[['Nacho Monreal', 'endMemberOf', 'Real Sociedad', '2022-01-01']]
[['Andrew Robinson', 'endMemberOf', 'Imortal D. C.', '2022-01-01']]
[['Artyom Zakharov', 'endMemberOf', 'Astana Qazaqstan Team', '2022-01-01']]
[['Aritz Pascual', 'startMemberOf', 'Athletic Bilbao B', '2022-01-01']]
[['Marc Guéhi', 'startMemberOf', 'England national football team', '2022-01-01']]
[['University of Texas Health Science Center at San Antonio', 'startMemberOf', 'Texas Library Coalition For United Action', '2022-01-01']]
[['Université Laval', 'startMemberOf', 'Digital Research Alliance Of Canada', '2022-01-01']]
[['Sander Armée', 'startMemberOf', 'Cofidis ( cycling team)', '2022-01-01']]
[['Alexander Domínguez', 'startMemberOf', 'Deportes Tolima', '2022-01-01']]
[['Rohan Dennis', 'startMemberOf', 'Team Jumbo– Visma ( men\' s team)', '2022-01-01']]
[['Winner Anacona', 'endMemberOf', 'Arkéa– Samsic', '2022-01-01']]
[['Artiom Litveacov', 'endMemberOf', 'FC Sfîntul Gheorghe', '2022-01-01']]
[['Valcar– Travel & Service', 'endLocation', 'Italy', '2022-01-01']]
[['Ryan Edmondson', 'endMemberOf', 'Fleetwood Town F. C.', '2022-01-01']]
[['Tahirou Diabate', 'endMemberOf', 'San Diego State Aztecs men\' s basketball', '2022-01-01']]
[['Dorina Korsós', 'endMemberOf', 'Debreceni VSC ( women\' s handball)', '2022-01-01']]
[['University of Poitiers', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Diego Royo', 'endMemberOf', 'CD Tudelano', '2022-01-01']]
[['Alex Dowsett', 'endMemberOf', 'Israel– Premier Tech', '2022-01-01']]
[['Aritz De Miguel', 'startMemberOf', 'Club Portugalete', '2022-01-01']]
[['Adam Jahn', 'endMemberOf', 'Orange County SC', '2022-01-01']]
[['Maksim Sanets', 'startMemberOf', 'FC Slutsk', '2022-01-01']]
[['McGill University', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Jackson Porozo', 'endMemberOf', 'Boavista F. C.', '2022-01-01']]
[['Aleksandr Mikhalenko', 'startMemberOf', 'FC Isloch Minsk Raion', '2022-01-01']]
[['Ema Strunjak', 'endMemberOf', 'Békéscsabai RSE', '2022-01-01']]
[['University of Johannesburg', 'startMemberOf', 'Association of African Universities', '2022-01-01']]
[['Alejandro Joseph', 'endMemberOf', 'CE Noia', '2022-01-01']]
[['Dragan Milosavljević', 'endMemberOf', 'Baloncesto Fuenlabrada', '2022-01-01']]
[['Olga Zabelinskaya', 'endMemberOf', 'Israel Premier Tech Roland', '2022-01-01']]
[['Ibon Barandiaran', 'endMemberOf', 'Sestao River Club', '2022-01-01']]
[['Tobias Lund Andresen', 'endMemberOf', 'Development Team DSM', '2022-01-01']]
[['Robert Täht', 'endMemberOf', 'Skra Bełchatów', '2022-01-01']]
[['Cecilie Uttrup Ludwig', 'startAward', 'Danish Cyclist Of The Year', '2022-01-01']]
[['Alex O U0027 Connell', 'endMemberOf', 'Creighton Bluejays men\' s basketball', '2022-01-01']]
[['Ioan Hora', 'startMemberOf', 'FC Hermannstadt', '2022-01-01']]
[['Federal University of Minas Gerais', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Clément Carisey', 'startMemberOf', 'Go Sport– Roubaix– Lille Métropole', '2022-01-01']]
[['Katalin Karikó', 'startAward', 'Fellow Of The American Academy Of Arts And Sciences generic instance', '2022-01-01']]
[['Xabier Galán Garamendi', 'endMemberOf', 'SD Deusto', '2022-01-01']]
[['Borja Sainz', 'endMemberOf', 'Real Zaragoza', '2022-01-01']]
[['German Research Foundation', 'startMemberOf', 'International Science Council', '2022-01-01']]
[['Rudy Gobert', 'endMemberOf', 'Utah Jazz', '2022-01-01']]
[['Miguel Díaz ( Spanish footballer)', 'endMemberOf', 'CD Ebro', '2022-01-01']]
[['Aurélien Tchouaméni', 'endMemberOf', 'AS Monaco FC', '2022-01-01']]
[['Elias Van Breussegem', 'endMemberOf', 'Tarteletto– Isorex', '2022-01-01']]
[['Mike Teunissen', 'endMemberOf', 'Team Jumbo– Visma ( men\' s team)', '2022-01-01']]
[['Santiago Samanes Bonito', 'startMemberOf', 'Real Balompédica Linense', '2022-01-01']]
[['Federico Baschirotto', 'endMemberOf', 'Ascoli Calcio 1898 F. C.', '2022-01-01']]
[['Beñat Leiza', 'endMemberOf', 'Sestao River Club', '2022-01-01']]
[['University of Montpellier', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
[['Aymen Abdennour', 'endMemberOf', 'Umm Salal SC', '2022-01-01']]
[['Solbjørk Minke Anderson', 'endMemberOf', 'Team Rytger powered by Cykeltøj-Online. dk', '2022-01-01']]
[['University of Granada', 'startMemberOf', 'Agence universitaire de la Francophonie', '2022-01-01']]
