[['V.J. Holmes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-01']]
[['Devante Wallace', 'startMemberOf', 'Cheikh Anta Diop University', '2026-01-20']]
[['Simon Wright', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-20']]
[['Brendan Daniel Sheridan', 'startAcademicDegree', 'Master of Education', '2026-01-20']]
[['Maksim Taleyko', 'endWorksFor', 'Republic of Korea Navy', '2026-01-20']]
[['Jinni', 'startWorksFor', 'University of Manchester', '2026-01-20']]
[['Zyon Dobbs', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-20']]
[['Tian-Ying Chen', 'endWorksFor', 'Beijing Forestry University', '2026-01-20']]
[['Deniz Kılıçlı', 'startMemberOf', 'Loughborough University', '2026-01-20']]
[['Eva Weatherall', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-20']]
[['Wei Zhang', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-20']]
[['Artyom Fedyanin', 'startWorksFor', 'Republic of Korea Navy', '2026-01-20']]
[['Tarkan Taboglu', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-20']]
[['Amalia Levari', 'startNotableWork', 'Harvey Beaks', '2026-01-20']]
[['Paul Macadam', 'endAcademicDegree', 'Doctor of Philosophy', '2026-01-20']]
[['Yasir Suhail', 'endWorksFor', 'Johns Hopkins University', '2026-01-20']]
[['Pilar Vesga', 'startMemberOf', 'University of South Florida', '2026-01-21']]
[['Geo Baker', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-21']]
[['Samanta Fabris', 'startWorksFor', 'Republic of Korea Navy', '2026-01-21']]
[['Adriana Vazquez', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-21']]
[['Philippe Guglielmi', 'startWorksFor', 'Sakarya University', '2026-01-21']]
[['Aaron Stevens', 'startAcademicDegree', 'Master of Music', '2026-01-21']]
[['Mondelez International', 'startLeader', 'Chairul Tanjung', '2026-01-21']]
[['Jaylen Butz', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-21']]
[['Veyrier', 'startLeader', 'Yair Lapid', '2026-01-21']]
[['Bryson Williams', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-21']]
[['Jinni', 'endWorksFor', 'University of Manchester', '2026-01-21']]
[['Randall Brenes', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-21']]
[['Roger Chao', 'startAcademicDegree', 'Master of Music', '2026-01-21']]
[['Chase Barrs', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-21']]
[['Eng Joo Tan', 'startAcademicDegree', 'Master of Music', '2026-01-21']]
[['Ayana Flewellen', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-21']]
[['Travis Trim', 'award', 'Doctorate In France', '2026-01-22']]
[['Morgan Kneisky', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-22']]
[['Brady Rudrud', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-22']]
[['Nate Schuster', 'award', 'Master of Education', '2026-01-22']]
[['José Antonio Espín', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-22']]
[['A.J. Taylor', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-22']]
[['Duop Reath', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-22']]
[['Team Tilt', 'startLeader', 'Marjan Rintel', '2026-01-22']]
[['Alastair Abbott', 'startAcademicDegree', 'Master of Music', '2026-01-22']]
[['Erik Durham', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-22']]
[['Tyson Walker', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-22']]
[['Sharareh Bordbari', 'startMemberOf', 'Institute for Health Metrics and Evaluation', '2026-01-22']]
[['Godwin Boahen', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-22']]
[['David Efianayi', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-22']]
[['Layne C Price', 'startAcademicDegree', 'Master of Music', '2026-01-22']]
[['Samanta Fabris', 'endWorksFor', 'Republic of Korea Navy', '2026-01-22']]
[['Tray Boyd Iii', 'award', 'Habilitation', '2026-01-23']]
[['Connor Joy', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-23']]
[['Jamel Artis', 'startWorksFor', 'University of California, Irvine', '2026-01-23']]
[['University of Alicante', 'startLeader', 'Dominic Perrottet', '2026-01-23']]
[['Donna Strickland', 'startAcademicDegree', 'Doctor of Musical Arts', '2026-01-23']]
[['Gerel Simmons', 'endWorksFor', 'Johns Hopkins School of Medicine', '2026-01-23']]
[['Sarah Gregorius', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-23']]
[['George Conditt IV', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-23']]
[['Derrick V. Gough', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-23']]
[['John Olmsted', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-23']]
[['Rafael Pineda', 'startWorksFor', 'Cheikh Anta Diop University', '2026-01-23']]
[['Drue Drinnon', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-23']]
[['James Mcmillon', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-23']]
[['Javonni Bickham', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-23']]
[['Artyom Fedyanin', 'endWorksFor', 'Republic of Korea Navy', '2026-01-23']]
[['Philippe Guglielmi', 'endWorksFor', 'Sakarya University', '2026-01-23']]
[['Randall Brenes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-24']]
[['Mamadou Doucoure', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-24']]
[['Rafe Blades', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-24']]
[['Écologie, Systématique Et Évolution', 'endLeader', 'Dominic Perrottet', '2026-01-24']]
[['Yagizhan Selcuk', 'startMemberOf', 'University of California, Irvine', '2026-01-24']]
[['Sara Cunha', 'endWorksFor', 'Abel Salazar Biomedical Sciences Institute', '2026-01-24']]
[['Richard Jones', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-24']]
[['Abby Stylianou', 'endWorksFor', 'Cheikh Anta Diop University', '2026-01-24']]
[['Mamadou Doucoure', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-24']]
[['Pranjal Kumar Yadav', 'endWorksFor', 'Central Drug Research Institute', '2026-01-24']]
[['Vågsøy', 'startLeader', 'Maria Els', '2026-01-24']]
[['Barbara Ribeiro', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-24']]
[['Ana Patrícia Hilário', 'endWorksFor', 'Instituto Piaget', '2026-01-24']]
[['Rafael Pineda', 'endWorksFor', 'Cheikh Anta Diop University', '2026-01-24']]
[['Team Tilt', 'endLeader', 'Marjan Rintel', '2026-01-24']]
[['Béavogui u002F Goumou government', 'endLeader', 'Chairul Tanjung', '2026-01-24']]
[['K.J. Byers', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-25']]
[['Jake Killingsworth', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-25']]
[['Mouhamadou Gueye', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-25']]
[['Matthew Moyer', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-25']]
[['Renaldo Rama', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-25']]
[['Marina Ruy Barbosa', 'startNotableWork', 'Totalmente Demais', '2026-01-25']]
[['Evgeny Morozov', 'startAcademicDegree', 'Master of Education', '2026-01-25']]
[['Rural Press', 'startLeader', 'Lena Luthor', '2026-01-25']]
[['UK Health Security Agency', 'startMemberOf', 'Massachusetts Institute of Technology', '2026-01-25']]
[['Daniele Di Lodovico', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-25']]
[['Oleg Pliyev', 'startMemberOf', 'University of California, Irvine', '2026-01-25']]
[['Adam Bodnar', 'startWorksFor', 'University of Chicago', '2026-01-25']]
[['Nick Finke', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-25']]
[['José Antonio Espín', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-25']]
[['Paul R Jones', 'endWorksFor', 'Oak Ridge Institute for Science and Education', '2026-01-25']]
[['D. J. Hogg', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-25']]
[['Ty Gibson', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-26']]
[['Egide Kalisa', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-26']]
[['Tiffany A Stephens', 'startAcademicDegree', 'Master of Music', '2026-01-26']]
[['Tyquayion Smith', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-26']]
[['Hampus Åhlin', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-26']]
[['Olive Kitteridge (miniseries)', 'award', 'Master of Fine Arts', '2026-01-26']]
[['Arghya Kundu Choudhury', 'startMemberOf', 'Shaka Ponk', '2026-01-26']]
[['Second Conte government', 'startLeader', 'Lee Kun-hee', '2026-01-26']]
[['Mirl Redmann', 'startAcademicDegree', 'Doctor of Philosophy', '2026-01-26']]
[['Erin Gee', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-26']]
[['J Needle', 'endWorksFor', 'University of Canterbury', '2026-01-26']]
[['Sergey Pushnyakov', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-01-26']]
[['Brett M. Morris', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-26']]
[['Bryson Robinson', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-26']]
[['Olga Dal Monte', 'endWorksFor', 'Yale University', '2026-01-26']]
[['Qiyuan Wu', 'endWorksFor', 'Brookhaven National Laboratory', '2026-01-26']]
[['Wake Forest University', 'startLeader', 'Oldřich Bajer', '2026-01-27']]
[['Matt Grace', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-27']]
[['Tapos Kormoker', 'endWorksFor', 'United Nations Development Programme', '2026-01-27']]
[['Morgan Kneisky', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-27']]
[['Prokop Slanina', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-27']]
[['Jason Mcmillan', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-27']]
[['Ankita Umapathy', 'startAcademicDegree', 'Master of Music', '2026-01-27']]
[['Mondelez International', 'endLeader', 'Chairul Tanjung', '2026-01-27']]
[['Filip Lohinsky', 'award', 'Master of Education', '2026-01-27']]
[['Jonothan Janssen', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-01-27']]
[['Collonge-Bellerive', 'startReplaces', 'Seattle', '2026-01-27']]
[['Alastair Abbott', 'endAcademicDegree', 'Master of Music', '2026-01-27']]
[['Yunduan Cui', 'endWorksFor', 'University of Technology Sydney', '2026-01-27']]
[['Davon Reed', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-27']]
[['Jonothan Janssen', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-01-27']]
[['Jason Boswell', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-27']]
[['Institut Necker Enfants Malades', 'startMemberOf', 'Lady Davis Carmel Medical Center', '2026-01-28']]
[['Tardigrad International Consulting', 'startLeader', 'Maria Els', '2026-01-28']]
[['Deantoni Gordon', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-28']]
[['Zentiva Group', 'startMemberOf', 'Innogy Česká Republika', '2026-01-28']]
[['Nicky Garland', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-28']]
[['Redvan Memeshev', 'endWorksFor', 'I.M.O.R.E.P', '2026-01-28']]
[['Sebastian Schuster', 'startWorksFor', 'Community Université Grenoble Alpes', '2026-01-28']]
[['Oumar Barry', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-28']]
[['Charles Tapley Hoyt', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-28']]
[['Maxx Bleecher', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-28']]
[['Kobi Simmons', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-28']]
[['David Jablonský', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-28']]
[['Ethan D Borre', 'endWorksFor', 'Massachusetts General Hospital', '2026-01-28']]
[['Tommy Rutherford', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-28']]
[['Samantha Farquhar', 'startAcademicDegree', 'Master of Science', '2026-01-28']]
[['Fernanda T Brum', 'endWorksFor', 'Federal University of Goiás', '2026-01-28']]
[['Desmond Williams', 'startMemberOf', 'Institute for Health Metrics and Evaluation', '2026-01-29']]
[['Keith Mcgee', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-29']]
[['Aleksandr Makas', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-29']]
[['John Olmsted', 'startAcademicDegree', 'Doctor of Philosophy', '2026-01-29']]
[['Mollie Rouse', 'award', 'Habilitation', '2026-01-29']]
[['Juan Delgado Fernández', 'endWorksFor', 'National Hospital for Neurology and Neurosurgery', '2026-01-29']]
[['Kasper Andersen (cyclist)', 'startWorksFor', 'Universidade do Extremo Sul Catarinense', '2026-01-29']]
[['Kristopher Lamore', 'award', 'Master of Education', '2026-01-29']]
[['Megan Gustafson', 'startMemberOf', 'Zentiva Group', '2026-01-29']]
[['Brian O\'Neill (ice hockey, born 1988)', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-29']]
[['Tyrik Armstrong', 'startWorksFor', 'University of Chicago', '2026-01-29']]
[['JC Lipon', 'endPlaysIn', 'National Hockey League', '2026-01-29']]
[['Sebastian Schuster', 'endWorksFor', 'Community Université Grenoble Alpes', '2026-01-29']]
[['Jamel Artis', 'endWorksFor', 'University of California, Irvine', '2026-01-29']]
[['Sergey Pushnyakov', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-01-29']]
[['Michael Lolio', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-29']]
[['Sophie Nicole', 'endAcademicDegree', 'Scientific Professorship Degree', '2026-01-30']]
[['Keelan Garrett', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-30']]
[['Jaclyn Fiscus-Cannaday', 'startAcademicDegree', 'Master of Music', '2026-01-30']]
[['Gaochuang Cai', 'award', 'Master of Education', '2026-01-30']]
[['Nikolina Sarcevic', 'endWorksFor', 'University of Freiburg', '2026-01-30']]
[['Jaden Robinson', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-30']]
[['Pichincha Province', 'startReplaces', 'University of California, Davis', '2026-01-30']]
[['Martin Jarmick', 'startMemberOf', 'Republic of Korea Navy', '2026-01-30']]
[['Elena Madeo', 'endAcademicDegree', 'Doctor of Philosophy', '2026-01-30']]
[['Freddy Bitondo', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-30']]
[['Sam Dunkum', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-30']]
[['A.J. Turner', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-30']]
[['Nikolina Sarcevic', 'endWorksFor', 'University of Freiburg', '2026-01-30']]
[['Kaelon Harris', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-30']]
[['Kobe King', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-30']]
[['Evan Yerkes', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-30']]
[['Arts et Métiers ParisTech', 'startLeader', 'Jensen Huang', '2026-01-31']]
[['Jordan Phillips', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-31']]
[['Samantha Maree Keene', 'startAcademicDegree', 'Master of Music', '2026-01-31']]
[['Kirill Shreitor', 'startWorksFor', 'Republic of Korea Navy', '2026-01-31']]
[['Biki Gupta', 'endWorksFor', 'Kyungpook National University', '2026-01-31']]
[['Des chiffres et des lettres', 'startContentLocation', 'Harvard Medical School', '2026-01-31']]
[['LadBaby', 'startMemberOf', 'University of Washington', '2026-01-31']]
[['Khalid Nwandu', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-31']]
[['Florentino Luciano Caetano Dos Santos', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-31']]
[['Stanislav Shushkevich', 'startAcademicDegree', 'Master of Education', '2026-01-31']]
[['Berg, Norway', 'award', 'Master of Fine Arts', '2026-01-31']]
[['Leif S. Anderson', 'endWorksFor', 'Simon Fraser University', '2026-01-31']]
[['Laboratoire De Physique Théorique', 'startMemberOf', 'University of Chicago', '2026-01-31']]
[['Dear Evan Hansen', 'startContentLocation', 'University College London', '2026-01-31']]
[['Marcus Derrickson', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-01-31']]
[['Anna Mclaskey', 'startAcademicDegree', 'Master of Fine Arts', '2026-01-31']]
[['Hiro Taiyo Hamada', 'startMemberOf', 'Institute for Health Metrics and Evaluation', '2026-02-01']]
[['Paul Double', 'award', 'Master of Science', '2026-02-01']]
[['Jawaun Newton', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-01']]
[['Leena Riekkola', 'startAcademicDegree', 'Master of Fine Arts', '2026-02-01']]
[['Chase Adams', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-01']]
[['Chris Kuhar', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-01']]
[['Daniel S. Feinberg', 'startAcademicDegree', 'Master of Fine Arts', '2026-02-01']]
[['Ty Solomon', 'startAcademicDegree', 'Master of Fine Arts', '2026-02-01']]
[['Anna L Gosling', 'startAcademicDegree', 'Master of Fine Arts', '2026-02-01']]
[['Ewe Tel', 'startLeader', 'Radovan Vítek', '2026-02-01']]
[['Danilo Correddu', 'startAcademicDegree', 'Master of Music', '2026-02-01']]
[['Samir Stewart', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-01']]
[['Kirill Shreitor', 'endWorksFor', 'Republic of Korea Navy', '2026-02-01']]
[['Richard I Wilson', 'startAcademicDegree', 'Master of Fine Arts', '2026-02-01']]
[['Fabio Luca Bonali', 'endWorksFor', 'University of Milano-Bicocca', '2026-02-01']]
[['Alastair Abbott', 'startAcademicDegree', 'Master of Music', '2026-02-01']]
[['Johannes Dimyadi', 'startAcademicDegree', 'Master of Music', '2026-02-02']]
[['Ibarra Canton', 'endLeader', 'Marjan Rintel', '2026-02-02']]
[['Anna Testolin', 'startAcademicDegree', 'Master of Education', '2026-02-02']]
[['Naomi Osaka', 'startWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-02-02']]
[['Jason Williams', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-02']]
[['David Jablonský', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-02']]
[['Veyrier', 'endLeader', 'Yair Lapid', '2026-02-02']]
[['Eric Hester', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-02']]
[['Jordan Goldwire', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-02']]
[['Izabela Aleixo', 'endWorksFor', 'Wageningen University & Research', '2026-02-02']]
[['Jure Špan', 'startWorksFor', 'University of Chicago', '2026-02-02']]
[['Patrick Milian', 'startAcademicDegree', 'Master of Fine Arts', '2026-02-02']]
[['Pratibha Gai', 'award', 'Master of Music', '2026-02-02']]
[['Jaylon Williams', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-02']]
[['Suzanne Mavoa', 'startAcademicDegree', 'Master of Music', '2026-02-02']]
[['John Sanders', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-02']]
[['Devin Kirby', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-03']]
[['Joe Hamill', 'endWorksFor', 'Institute for Health Metrics and Evaluation', '2026-02-03']]
[['Naomi Osaka', 'endWorksFor', 'Federal Ministry of Education and Research (Germany)', '2026-02-03']]
[['Scarlett Estevez', 'startNotableWork', 'Bunk\'d', '2026-02-03']]
[['Matija Milin', 'award', 'Master of Fine Arts', '2026-02-03']]
[['Jeshua Franklin', 'endAcademicDegree', 'Doctor of Musical Arts', '2026-02-03']]
[['The Coronavirus Update With Christian Drosten', 'startContentLocation', 'University College London', '2026-02-03']]
[['Trevelin Queen', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-03']]
[['Martin Gullström', 'startMemberOf', 'Institute for Health Metrics and Evaluation', '2026-02-03']]
[['Òscar Camps', 'startPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-03']]
[['Anthony J Fitzpatrick', 'startAcademicDegree', 'Master of Music', '2026-02-03']]
[['Sochanny Hak', 'startAcademicDegree', 'Master of Fine Arts', '2026-02-03']]
[['Tardigrad International Consulting', 'endLeader', 'Maria Els', '2026-02-03']]
[['Tyrik Armstrong', 'endWorksFor', 'University of Chicago', '2026-02-03']]
[['Federica Bubba', 'startAcademicDegree', 'Doctor of Philosophy', '2026-02-03']]
[['Steve Danielson', 'startAcademicDegree', 'Doctor of Musical Arts', '2026-02-03']]
[['Romelu Lukaku', 'endPlaysIn', 'Premier League', '2026-02-04']]
[['Sean Kromah', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-04']]
[['Jachai Taylor', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-04']]
[['Jordan Campbell', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-04']]
[['Davion Mitchell', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-04']]
[['Kobby Ayetey', 'endPlaysIn', 'Ncaa Division I Men\'S Basketball', '2026-02-04']]
